id,imgname,query,ground_truth,ground_truth_ar,type,model_answer,evaluation_passed,run_time
162,two_col_80485.png,كم عدد الطائرات التي هبطت في مطار شانغي بسنغافورة في عام 2020؟,62721,٦٢٧٢١,augmented,"62,721",True,0.794
163,two_col_60069.png,كم دولار أضاف قطاع التمويل والتأمين والعقارات والإيجار والتأجير إلى الناتج المحلي الإجمالي لأوريغون في عام 2012؟,43.92,٤٣.٩٢,augmented,$43.92 billion,True,0.736
164,two_col_104221.png,في أي عام بدأ عدد سكان بوركينا فاسو في الزيادة؟,2016,٢٠١٦,augmented,2016,True,1.408
165,two_col_104221.png,ما هو عدد سكان بوركينا فاسو في عام 2018؟,19.75,١٩.٧٥,augmented,19.75 مليون,True,1.404
166,two_col_41776.png,كم عدد متاجر التجزئة ذات العلامة التجارية الواحدة التي كان لدى برونيلو كوتشينيلي في عام 2019؟,106,١٠٦,augmented,106 متاجر,True,0.671
167,two_col_40422.png,ما هو حجم الإيرادات التي حققتها شركة بيكتون ديكنسون وشركاه في عام 2019؟,12.99,١٢.٩٩,augmented,12.99 مليار دولار,True,1.301
168,multi_col_40373.png,ما هو متوسط الثروة في مجلس الشيوخ عام 2018؟,1.76,١.٧٦,augmented,$1.76 مليون,True,1.237
169,two_col_42150.png,ما هو معدل البطالة بين الشباب في السنغال عام 2020؟,8.61,٨.٦١,augmented,8.61%,True,1.078
170,multi_col_109.png,ما هي صافي مبيعات سامز كلوب في عام 2021؟,63.91,٦٣.٩١,augmented,$36.4 مليار,False,1.321
171,multi_col_109.png,ما هو مقدار صافي مبيعات وول مارت إنترناشونال في السنة المالية المنتهية في 31 يناير 2021؟,121.36,١٢١.٣٦,augmented,$136.36 مليار,False,1.019
172,two_col_80893.png,كم عدد الصفقات التي أبرمها كل من بي دبليو سي وكيه إم بي في عام 2020؟,15,١٥,augmented,بي دبليو سي 15، كيه إم بي 14,True,1.027
173,two_col_80893.png,كم عدد الصفقات التي قدم النصيحة بشأنها ديفي في عام 2020؟,16,١٦,augmented,16,True,0.953
174,two_col_80893.png,من كان المستشار المالي الرائد لصفقات الاندماج والاستحواذ في أيرلندا عام 2020؟,Davy,ديفي,augmented,Davy,True,1.079
175,two_col_82658.png,ما هو الملين الأكثر وصفًا في إنجلترا عام 2020؟,Macrogol 3350,ماكروغول 3350,augmented,Macrogol 3350: 6 601 027,True,1.076
176,two_col_82658.png,كم عدد وحدات ماكروغول 3350 التي تم صرفها في عام 2020؟,6601027,٦٦٠١٠٢٧,augmented,6 601 027,False,1.263
177,two_col_21832.png,ما هي النسبة المئوية من الناتج المحلي الإجمالي التي شكلها الإنفاق العسكري في الولايات المتحدة عام 2019؟,3.41,٣.٤١,augmented,3.41%,True,0.747
178,two_col_22483.png,كم دفعت سبوتيفاي من رسوم حقوق الملكية في عام 2015؟,1633.29,١٦٣٣.٢٩,augmented,$633.29,False,1.94
179,two_col_2270.png,كم عدد الدرجات العلمية للدكتوراه التي حصل عليها طلاب الأمريكيين الأصليين أو السكان الأصليين في ألاسكا في عام 2018/19؟,720,٧٢٠,augmented,720 درجة علمية للدكتوراه.,True,5.653
180,multi_col_619.png,ما كان متوسط سعر التجزئة لدرزن من البيض في كندا في فبراير 2021؟,3.62,٣.٦٢,augmented,$3.36,False,1.136
181,two_col_80994.png,ما هو إجمالي دخل برنامج الرعاية الطبية بالدولار بعد 50 عامًا؟,794.8,٧٩٤.٨,augmented,$794.8 مليار,True,0.758
182,two_col_80994.png,ما هو إجمالي دخل برنامج الرعاية الطبية في عام 1970؟,8.2,٨.٢,augmented,17.7 مليار دولار,False,0.759
183,two_col_3543.png,كم عدد منشورات المؤثرين المدعومة من العلامات التجارية على إنستغرام في عام 2018؟,3.7,٣.٧,augmented,3.7 مليون منشور,True,1.648
184,two_col_3543.png,ما هو المبلغ المتوقع للمحتوى المدعوم على إنستغرام في عام 2019؟,4.95,٤.٩٥,augmented,4.95 مليون,True,1.03
185,two_col_83175.png,كم عدد أعضاء كوستكو غولد ستار حتى 30 أغسطس 2020؟,47.4,٤٧.٤,augmented,46.8 مليون,False,1.403
186,two_col_42240.png,متى وصل الناتج المحلي الإجمالي لفنلندا إلى مستوى ما قبل الأزمة المالية؟,2011,٢٠١١,augmented,نعم,False,1.279
187,two_col_80709.png,ما هو سعر فائدة الودائع المصرفية في سنغافورة عام 2019؟,0.22,٠.٢٢,augmented,0.26%,False,1.429
188,two_col_1438.png,ما هو البلد الذي سجل أعلى معدل للاختبار لفيروس كورونا؟,Denmark,الدنمارك,augmented,الدنمارك 1483.97,True,1.099
189,two_col_102329.png,في أي مقاطعة حصل ما يقرب من 35% من السكان على نفس الوضع بين يونيو 2018 ويونيو 2019؟,Magadan Oblast,منطقة ماغادان,augmented,"Magadan Oblast, 34.5%",True,1.763
190,two_col_102329.png,أين لوحظ أعلى نصيب للطبقة الوسطى بين الولايات الفيدرالية؟,Yamalo-Nenets Autonomous Okrug,منطقة يامالو-نينيت الأوتونومية,augmented,Yamalo-Nenets Autonomous Okrug 45.2%,True,1.175
191,two_col_60868.png,ما هو طول الطرق السريعة الحكومية في ولاية Jharkhand عام 2017؟,1296,١٢٩٦,augmented,2000 كيلومتر,False,1.009
192,two_col_21313.png,ما هي الزيادة المتوقعة في الأجور والرواتب في عام 2018؟,4.1,٤.١,augmented,4.1%,True,0.686
193,two_col_101109.png,في عام 2021، كم من المتوقع أن تنفق وزارة الأمن الداخلي؟,122.71,١٢٢.٧١,augmented,$75 مليار,False,1.044
194,two_col_101109.png,كم أنفقت وزارة الأمن الداخلي في عام 2020؟,91.97,٩١.٩٧,augmented,$75 مليار,False,0.947
195,two_col_81497.png,ما هي النسبة المئوية من الناتج المحلي الإجمالي التي أنفقت عليها الدولة الفرنسية في عام 2019؟,55.4,٥٥.٤,augmented,55.4%,True,1.082
196,two_col_63474.png,ما هو مؤشر أسعار العقارات في السويد عام 2009؟,246,٢٤٦,augmented,246,True,0.993
197,two_col_40345.png,كم أنفقت الحزب الديمقراطي من المال خلال دورة انتخابات 2016؟,1230253581,١٢٣٠٢٥٣٥٨١,augmented,"$1,230,253,581",True,1.168
198,two_col_82536.png,ما كان متوسط عدد الرحلات التجارية التي قام بها البالغون في الولايات المتحدة في مارس 2007؟,5.6,٥.٦,augmented,5.6 عدد الرحلات,True,1.189
199,two_col_929.png,ما هو عدد سكان روسيا في عام 2019؟,145.71,١٤٥.٧١,augmented,146.75 مليون,False,1.309
200,two_col_41064.png,كم عدد الأشخاص الذين شاهدوا آخر بث لمسابقة يوروفيجن لأغنية؟,3.04,٣.٠٤,augmented,3.04 مليون,True,1.328
201,two_col_41064.png,كم عدد الأشخاص الذين شاهدوا مسابقة يوروفيجن لأغاني عام 2019؟,2.6,٢.٦,augmented,3.04 مليون,False,0.776
202,two_col_41064.png,متى زاد عدد مشاهدات مسابقة الأغنية الأوروبية إلى؟,2021,٢٠٢١,augmented,زاد عدد مشاهدات مسابقة الأغنية الأوروبية إلى 3.63 مليون.,False,1.126
203,multi_col_40965.png,في أي عام أثرت التغيرات السياسية على شهية الاستثمار في العقارات التجارية المتخصصة طويلة الأجل في السوق الأوروبية؟,2016,٢٠١٦,augmented,2016,True,0.603
204,two_col_623.png,ما هو الناتج المحلي الإجمالي لليابان في عام 2019؟,5148.78,٥١٤٨.٧٨,augmented,"$5,081.77 مليار",False,1.063
205,two_col_104538.png,ما هي النسبة المئوية من الكنديين الذين أشاروا إلى عدم وجود جدول منتظم كأحد أسباب زيادة استهلاك الكحول؟,51,٥١,augmented,51%,True,0.699
206,two_col_62179.png,من كان أفضل لاعب كرة قدم في النرويج عام 2020؟,Sander Berge,ساندير بيرجي,augmented,ساندر بيرغ 20 مليون يورو,False,0.826
207,two_col_62179.png,ما هي القيمة السوقية لألكسندر إس. رلوث؟,13,١٣,augmented,13 مليون يورو,True,0.931
208,two_col_62179.png,ما هي القيمة السوقية لساندير بيرجي في عام 2020؟,20,٢٠,augmented,20 مليون يورو,True,0.953
209,two_col_62179.png,ما هي القيمة السوقية لجوشوا كينغ؟,16,١٦,augmented,16 مليون يورو,True,1.311
210,multi_col_40806.png,ما هي النسبة المئوية للأجهزة المحمولة التي شكلتها الهواتف منخفضة المستوى في عام 2010؟,76.6,٧٦.٦,augmented,76.6%,True,1.371
211,two_col_22559.png,ما هي النسبة المئوية من الناتج المحلي الإجمالي لفيتنام التي شكلها الإنفاق الحكومي في عام 2019؟,22.84,٢٢.٨٤,augmented,20.51%,False,1.083
212,two_col_103133.png,ما هي الولاية التي كانت الوجهة الداخلية الشتوية الأكثر شعبية للمسافرين في عام 2014؟,Florida,فلوريدا,augmented,Florida 58%,True,2.656
213,two_col_80474.png,ما هو الفيلم الأكثر قرصنة في الربع الثالث من عام 2016؟,Deadpool,ديدبول,augmented,Deadpool 4.2%,True,0.858
214,two_col_80474.png,ما هي النسبة المئوية من إجمالي أنشطة القرصنة التي مثّلها ديدبول في الربع الثالث من عام 2016؟,4.2,٤.٢,augmented,4.2%,True,0.967
215,multi_col_346.png,كم حقق نادي ليفربول لكرة القدم من البث التلفزيوني في موسم 2018/2019؟,299.3,٢٩٩.٣,augmented,$210.9 مليون,False,1.126
216,multi_col_346.png,ما هي مصادر الإيرادات التجارية لنادي ليفربول في موسم 2018/2019؟,210.9,٢١٠.٩,augmented,"$210.9, $299.3, $46.4",True,0.85
217,multi_col_60806.png,ما هي قيمة صادرات الأسماك والقشريات والمحار ومنتجات مصايد الأسماك الأخرى من كندا في مارس 2021؟,260,٢٦٠,augmented,$225 مليون دولار كندي,False,0.971
218,two_col_41124.png,ما هي القيمة المتوسطة لمعاملات متاجر البقالة الصغيرة داخل المتجر بالدولار في عام 2019؟,9.02,٩.٠٢,augmented,$9.02,True,1.012
219,two_col_41124.png,ما هي القيمة المتوسطة لمتاجر الراحة التي تبيع وقود المحركات بالدولار لكل معاملة في عام 2019؟,31.82,٣١.٨٢,augmented,$31.82,True,0.798
220,two_col_81378.png,ما هو إيراد البنية التحتية للشبكات في ألمانيا عام 2013؟,18.8,١٨.٨,augmented,20.7 مليار يورو,False,0.884
221,multi_col_80840.png,كم طن متري تم إنتاجه في الاستزراع المائي الداخلي في عام 2018؟,51.3,٥١.٣,augmented,30.8 مليون طن متري,False,0.859
222,multi_col_80840.png,كم طن متري تم إنتاجه في الاستزراع المائي البحري في عام 2018؟,30.8,٣٠.٨,augmented,30.8 مليون طن متري,True,1.243
223,two_col_22434.png,ما هو حجم مبيعات آلات البيع في عام 1999؟,36.6,٣٦.٦,augmented,36.6 مليار دولار أمريكي,True,0.855
224,two_col_61201.png,ما هو الإنفاق المتوقع للسفر الخارج من البرتغال في عام 2028؟,5.7,٥.٧,augmented,$5.7 مليار,True,1.642
225,two_col_61201.png,ما هي القيمة التقديرية للإنفاق السياحي الخارج من البرتغال في عام 2018؟,4.9,٤.٩,augmented,4.9 مليار يورو,True,0.713
226,two_col_20979.png,كم عدد المتابعين الذين كان لدى مايكل كورس على تويتر اعتبارًا من مارس 2021؟,3.4,٣.٤,augmented,3.4 مليون,True,0.792
227,two_col_20979.png,كم عدد المتابعين الذين كان لدى مايكل كورس على فيسبوك اعتبارًا من مارس 2021؟,18.15,١٨.١٥,augmented,18.15 مليون,True,1.052
228,two_col_24171.png,ما هي المدينة في كندا التي تتلقى 43.8 سنتيمترًا من الثلوج كل عام من عام 1971 إلى عام 2000؟,Victoria,فيكتوريا,augmented,Victoria,True,0.699
229,two_col_21486.png,كم بلغ مقدار الأرباح الموزعة التي دفعتها شركة رويال نيدرنولدج شيل في عام 2020؟,7.3,٧.٣,augmented,$7.3,True,0.92
230,two_col_21486.png,كم دفعت شركة رويال نيدرنولدج شيل كأرباح موزعة في عام 2018؟,15.7,١٥.٧,augmented,15.7 U.S. dollars,True,1.374
