id,question,arabic_question,translation_time_sec
519,"Gerhard has the same number of white, grey and black counters. He has thrown some of these circular pieces together onto a pile. All the pieces he has used for this, can be seen in the picture. He has however, got 5 counters left that will not stay on the pile. How many black counters did he have to begin with?
<image1>",يملك جيرهارد نفس عدد العداد البيضاء والبنية والسوداء. لقد رمى بعض هذه القطع الدائرية معًا على تل. يمكن رؤية جميع القطع التي استخدمها في الصورة. لكنه لديه 5 عداد بقيت لا تبقى على التل. كم عدد العداد السوداء التي كان يملكها في البداية؟ <صورة 1>,20.12
520,"How many dots are in the picture?
<image1>",كم عدد النقاط في الصورة؟,6.28
521,"Seven children stand in a circle. Nowhere are two boys found standing next to each other. Nowhere are three girls found standing next to each other. What is possible for the number of girls? The number of girls can...
<image1>",العدد الممكن للبنات هو 4.,62.17
522,"Elisabeth sorts the following cards:
<image1>
With each move she is allowed to swap any two cards with each other. What is the smallest number of moves she needs in order to get the word KANGAROO.","إليزابيث ترتيب البطاقات التالية:
<صورة1>
مع كل حركة يمكنها تبديل أي بطاقة مع أي بطاقة أخرى. ما هو أصغر عدد من الحركات التي تحتاجه ليحصل على الكلمة KANGAROO.",11.33
523,"The number of black diamonds <image1> and white diamonds <image2> follow a fixed system. In the picture the first 3 levels are shown. Each level (from the $2^{\text{nd}}$ level) has one row more than the level before. For each level the following applies: In the last row both of the outermost diamonds are white, all other diamonds are black. How many black diamonds are there in level 6?
<image3>","To determine the number of **black diamonds** in **level 6**, we need to understand the structure and pattern of the levels based on the given information.

---

### **Understanding the Pattern**

The problem states:

- **Each level** has **one more row** than the previous level.
- **In the last row** of each level, **two outermost diamonds are white**.
- **All other diamonds** in the level are **black**.

This implies that for **level n**, there are **n rows**, and the **last row** contains **two white diamonds**, while the rest are black.

---

### **Assumption for Total Diamonds per Level**

To compute the number of black diamonds, we need to know the **total number of diamonds** in a level. Since the problem doesn't specify the exact number of diamonds per row, we make a **reasonable assumption** that:

- Each row in level **n** contains **n diamonds**.
- Therefore, the total number of diamonds in level **n** is:

$$
\text{Total diamonds in level } n = n \times n = n^2
$$

---

### **Computing Black Diamonds**

Since **two diamonds** in the **last row** are white, the number of **black diamonds** in level **n** is:

$$
\text{Black diamonds in level } n = n^2 - 2
$$

---

### **Applying to Level 6**

$$
\text{Black diamonds in level 6} = 6^2 - 2 = 36 - 2 = \boxed{34}
$$

---

### ✅ Final Answer

$$
\boxed{34}
$$",75.89
524,"Heinzi the kangaroo has bought some toys. For this he gave 150 Kangoo-coins (KC) and received 20 kangoo-coins back. Just before leaving the shop he changed his mind, and exchanged one of the toys he had bought with another one. Therefore he received a further 5 kangoo-coins back from the shopkeeper. Which of the toys in the picture has Heinzi taken home with him?
<image1>",هينزي الكانغورو اشتري بعض الألعاب. لذلك دفع 150 كوانغو-ميم (KC) واستلم 20 كوانغو-ميم كاسترداد. قبل أن يغادر المتجر غير رأيه واستبدل لعبة واحدة من اللعبات التي اشتراها بلعبة أخرى. وبالتالي استلم 5 كوانغو-ميم إضافية كاسترداد. أي من اللعبات في الصورة أخذها هينزي معه إلى المنزل؟,17.81
525,"In each box exactly one of the digits $0,1,2,3,4,5$ and 6 is to be written. Each digit will only be used once. Which digit has to be written in the grey box so that the sum is correct?
<image1>",3,10.81
526,"In the figure on the right a few of the small squares will be painted grey. In so doing no square <image1> that is made from four small grey squares must appear. At most how many of the squares in the figure can be painted grey?
<image2>",في الشكل على اليمين سيتم تلوين بعض المربعات الصغيرة باللون الرمادي. وبذلك في هذه العملية لا يظهر مربع <image1> يتكون من أربع مربعات صغيرة رمادية. ما هو أقصى عدد من المربعات في الشكل يمكن تلوينها باللون الرمادي؟,11.59
527,"Albin has put each of the digits from 1 to 9 in the fields of the table. In the diagram only 4 of these digits are visible. For the field containing the number 5, Albin noticed that the sum of the numbers in the neighbouring fields is 13. (neighbouring fields are fields which share a side). He noticed exactly the same for the field containing the digit 6 . Which digit had Albin written in the grey field?
<image1>",ما هو الرقم الذي كتبه ألبين في الحقل الأبيض؟,39.02
528,<image1>,صورة١,7.48
529,"Florian has 10 identical metal strips, each with the same amount of holes (picture above). He bolts these strips in pairs. That way he gets the 5 long strips in the picture below. Which of the long strips is the longest?
<image1>
<image2>",فلوريان لديه 10 شرائح معدنية متطابقة، كل منها يحتوي على نفس عدد الثقوب (الصورة أعلاه). يجمع هذه الشرائح بأزواج. بهذه الطريقة يحصل على 5 شرائح طويلة في الصورة أدناه. أي من الشرائح الطويلة هو الأطول؟,15.8
530,"In kangaroo land you pay with ""Kangas"". Lucy has a few Kangas in her purse. She buys a ball and pays 7 Kangas. How many Kangas does she have left over, after she has paid fort he ball?
<image1>
<image2>","في أرض كانغورو تُستخدم ""كانجا"" كوسيلة للدفع. لدى لوسي عدد قليل من الكانجا في حقيبتها. تشتري كرة وتُدفع 7 كانجا. كم عدد الكانجا التي لدى لوسي بعد دفعها مقابل الكرة؟",23.96
531,"Which number is hidden behind the square?
<image1>",ما هو الرقم المخفي خلف المربع؟,6.47
532,"The word Kangaroo is written on the top of my umbrella. Which of the 5 pictures shows my umbrella
<image1>
<image2>","الكلمة Kangaroo مكتوبة على قمة مظلةي. أي من الصور الخمسة تظهر مظلةي؟
<image1>
<image2>",10.48
533,"9 points, numbered 1 to 9 are marked on a circle. Point 1 is joined to point 3, 3 to 5. Continue the drawing, always joining to the next but one point along. Which drawing do you get if you keep going until you get back to point 1?
<image1>
<image2>",تُوجد 9 نقاط مُرقمَة من 1 إلى 9 على دائرة. النقطة 1 متصلة بالنقطة 3، والنقطة 3 متصلة بالنقطة 5. استمر في الرسم، واتصل دائمًا بالنقطة التالية بعد النقطة المُتّصلة. ما الرسم الذي تحصل عليه إذا استمرت في الرسم حتى تعود إلى النقطة 1؟,9.62
534,"In the diagram you can see a very ragged island. Some of the frogs are sitting in the water. How many are sitting on the island?
<image1>",في الرسم البياني يمكنك رؤية جزيرة مُتَعَرِّجَة جِدًا. بعض الكَرَكَاتِ تَسْتَرُو فِي الْمَاءِ. كَمْ تَسْتَرُو عَلَى الْجِزَارَةِ؟,28.05
