id,question,arabic_question,translation_time_sec
105,"Ana draws some shapes on a sheet. Her drawing has fewer squares than triangles. What could be her drawing?
<image1>",رسمت أنا بعض الأشكال على ورقة. ويحتوي رسمها على عدد من المربعات أقل من عدد المثلثات. ما الذي يمكن أن يكون رسمها؟,18.38
106,"Which of the tiles below is NOT part of the wall next door?
<image1>
<image2>",أي من البلاطات أدناه ليست جزءًا من الجدار المجاور؟,3
107,"A village of 12 houses has four straight streets and four circular streets. The map shows 11 houses. In each straight street there are three houses and in each circular street there are also three houses. Where should the 12th house be placed on this map?
<image1>","قرية بها 12 منزلًا، وتحتوي على أربعة شوارع مستقيمة وأربعة شوارع دائرية. تُظهر الخريطة 11 منزلًا. في كل شارع مستقيم يوجد ثلاثة منازل، وفي كل شارع دائري يوجد أيضًا ثلاثة منازل. أين يجب وضع المنزل الثاني عشر على هذه الخريطة؟",28.04
108,"Five blocks are built with equal cubes glued face to face. In which of them was the smallest number of cubes used?
<image1>",تُبنى خمس كتل بمكعبات متساوية ملصقة وجهًا لوجه. في أي منها استُخدم أقل عدد من المكعبات؟,17.52
109,"Numbers were written on the petals of two flowers, with a number on each petal. One of the petals is hidden. The sum of the numbers written on the back flower is twice the sum of the numbers written on the front flower. What is the number written on the hidden petal?
<image1>","كُتبت أرقام على بتلات زهرتين، ورقم على كل بتلة. إحدى البتلات مخفية. مجموع الأرقام المكتوبة على الزهرة الخلفية هو ضعف مجموع الأرقام المكتوبة على الزهرة الأمامية. ما هو الرقم المكتوب على البتلة المخفية؟",5.03
110,"Six figures were drawn, one on each side of a cube, as shown beside, in different positions. On the side that does not appear beside is this drawing:
<image1>
What is the figure on the face opposite to it?
<image2>
<image3>","رُسِمَت ستة أشكال، شكل واحد على كل وجه من أوجه المكعب، كما هو موضح بجانبه، وفي مواضع مختلفة. على الوجه الذي لا يظهر بجانبه هذا الرسم:
<image1>
ما هو الشكل الموجود على الوجه المقابل له؟
<image2>
<image3>",25.42
111,"Maria wants to write whole numbers in the squares of the figure, so that the sum of the numbers in three consecutive squares is always 10. She has already written a number. What number should she write on the gray square?
<image1>","تريد ماريا كتابة أعداد صحيحة في مربعات الشكل، بحيث يكون مجموع الأرقام في ثلاث مربعات متتالية دائمًا 10. لقد كتبت رقمًا بالفعل. ما هو الرقم الذي يجب أن تكتبه في المربع الرمادي؟",19.39
112,"Turning a card around on the top side, we see the photo of the kangaroo. Instead, if we turn the card around on the right side, what will appear?
<image1>
<image2>","عند قلب البطاقة من الجانب العلوي، نرى صورة الكنغر. ولكن، إذا قلبنا البطاقة من الجانب الأيمن، فماذا سيظهر؟",16.33
113,"Tom has these nine cards:
<image1>
He places these cards on the board next to each other so that each horizontal line and each vertical line has three cards with the three different shapes and the three different amounts of drawings. He has already placed three cards, as shown in the picture. Which card should he place in the colored box?
<image2>
<image3>","يمتلك توم هذه البطاقات التسع:
<image1>
يضع هذه البطاقات على اللوحة بجانب بعضها البعض بحيث يحتوي كل صف أفقي وكل عمود رأسي على ثلاث بطاقات بأشكال مختلفة وثلاث كميات مختلفة من الرسومات. لقد وضع بالفعل ثلاث بطاقات، كما هو موضح في الصورة. أي بطاقة يجب أن يضعها في المربع الملون؟
<image2>
<image3>",22.83
114,"Two equal trains, each with 31 numbered wagons, travel in opposite directions. When the wagon number 7 of a train is side by side with the wagon number 12 of the other train, which wagon is side by side with the wagon number 11 ?
<image1>","قطاران متساويان، يحتوي كل منهما على 31 عربة مرقمة، يسيران في اتجاهين متعاكسين. عندما تكون العربة رقم 7 من قطار بجوار العربة رقم 12 من القطار الآخر، فما هي العربة التي تكون بجوار العربة رقم 11؟",24.78
115,"Six different numbers, chosen from integers 1 to 9 , are written on the faces of a cube, one number per face. The sum of the numbers on each pair of opposite faces is always the same. Which of the following numbers could have been written on the opposite side with the number 8 ?
<image1>","تُكتب ستة أرقام مختلفة، مختارة من الأعداد الصحيحة من 1 إلى 9، على أوجه مكعب، رقم واحد لكل وجه. ومجموع الأرقام على كل زوج من الأوجه المتقابلة يكون دائمًا متساويًا. أي من الأرقام التالية يمكن أن يكون مكتوبًا على الوجه المقابل للرقم 8؟",22.81
116,"Rita numbered the circles of the figure from 1 to 8 , so that the sum of the three numbers on each of the four sides of the square equals 13 . What is the sum of the four numbers written on the colored circles?
<image1>","قامت ريتا بترقيم دوائر الشكل من 1 إلى 8، بحيث يكون مجموع الأرقام الثلاثة على كل جانب من جوانب المربع الأربعة مساوياً لـ 13. فما هو مجموع الأرقام الأربعة المكتوبة على الدوائر الملونة؟",23.96
117,"In the figure, an arrow pointing from one person to another means that the first person is shorter than the second. For example, person $B$ is shorter than person $A$. Which person is the tallest?
<image1>","في الشكل، يعني السهم الذي يشير من شخص إلى شخص آخر أن الشخص الأول أقصر من الشخص الثاني. على سبيل المثال، الشخص B أقصر من الشخص A. أي شخص هو الأطول؟",16.68
118,"Maia the bee can only walk on colorful houses. How many ways can you color exactly three white houses with the same color so that Maia can walk from $A$ to $B$ ?
<image1>",النحلة مايا لا تستطيع المشي إلا على المنازل الملونة. فكم عدد الطرق التي يمكن بها تلوين ثلاث منازل بيضاء بنفس اللون بحيث تستطيع مايا المشي من A إلى B؟,23.83
119,"A kangaroo laid out 3 sticks like this to make a shape. It is not allowed to break or to bend the sticks. Which shape could the kangaroo make?
<image1>",وضع كانجارو 3 عصي بهذا الشكل لتكوين شكل. لا يُسمح بكسر أو ثني العصي. ما هو الشكل الذي يمكن للكوجار أن يصنعه؟,4.1
120,"The picture shows 2 mushrooms. What is the difference between their heights?
<image1>",تُظهر الصورة فطرين. ما الفرق بين ارتفاعيهما؟,2.94
121,"Which of the paths shown in the pictures is the longest?
<image1>",أي المسارات الموضحة في الصور هو الأطول؟,2.96
122,"Four identical pieces of paper are placed as shown. Michael wants to punch a hole that goes through all four pieces. At which point should Michael punch the hole?
<image1>",تُوضع أربع قطع متطابقة من الورق كما هو موضح. يريد مايكل عمل ثقب يمر عبر القطع الأربع كلها. عند أي نقطة يجب على مايكل عمل الثقب؟,19.46
123,"Ella puts on this t-shirt and stands in front of a mirror. Which of these images does she see in the mirror?
<image1>
<image2>","تضع قميصًا بأكمام قصيرة وتقف أمام مرآة. أي من هذه الصور تراه في المرآة؟
<image1>
<image2>",3.92
