id,question,arabic_question,translation_time_sec
122,"Four identical pieces of paper are placed as shown. Michael wants to punch a hole that goes through all four pieces. At which point should Michael punch the hole?
<image1>",يجب على مايكل ثقب الثقب في المركز، حيث تتقاطع جميع أوراق الورق الأربعة.,3.51
123,"Ella puts on this t-shirt and stands in front of a mirror. Which of these images does she see in the mirror?
<image1>
<image2>","ترتدي إيلا هذا القميص وتقف أمام المرآة. أي من هذه الصور ترى في المرآة؟

<الصورة1>
<الصورة2>",4.18
124,"These children are standing in a line. Some are facing forwards and others are facing backwards. How many children are holding another child's hand with their right hand?
<image1>",كم من الأطفال يمسكون بيد طفل آخر بيدهم اليمنى وهم واقفون في صف؟,3.26
125,"In the Kangaroo constellation, all stars have a number greater than 3 and their sum is 20 . Which is the Kangaroo constellation?
<image1>",إن كوكبة الكانغورو هي مجموعة من النجوم التي تتميز بأرقام أكبر من 3 وتبلغ مجموعها 20.,3.6
126,"Edmund cut a ribbon as shown in the picture. How many pieces of the ribbon did he finish with?
<image1>",كم قطعة من الشريط أنهاها إدموند؟,2.87
127,"Rose the cat walks along the wall. She starts at point $B$ and follows the direction of the arrows shown in the picture. The cat walks a total of 20 metres. Where does she end up?
<image1>",تنتهي القطة في النقطة أ (A).,2.84
128,"Julia has two pots with flowers, as shown. She keeps the flowers exactly where they are. She buys more flowers and puts them in the pots. After that, each pot has the same number of each type of flower. What is the smallest number of flowers she needs to buy?
<image1>",ما هو أصغر عدد من الزهور التي تحتاج إلى شرائها؟,3.06
129,"Tom encodes words using the board shown. For example, the word PIZZA has the code $A 2 A 4 C 1 C 1 B 2$. What word did Tom encode as B3B2C4D2?
<image1>","كلمة ""B3B2C4D2"" مشفرة هي ""سوداء قلم"".",3.31
130,"Which figure can be made from the 2 pieces shown on the right?
<image1>
<image2>",ما الشكل الذي يمكن تشكيله من القطعين الظاهرين على اليمين؟,3.25
131,"The picture shows the five houses of five friends and their school. The school is the largest building in the picture. To go to school, Doris and Ali walk past Leo's house. Eva walks past Chole's house. Which is Eva's house?
<image1>
<image2>",منزل شول.,2.67
132,"Mara built the square by using 4 of the following 5 shapes. Which shape was not used?
<image1>
<image2>",شكل الدوائر لم يتم استخدامه.,2.79
133,"Every time the witch has 3 apples she turns them in to 1 banana. Every time she has 3 bananas she turns them in to 1 apple. What will she finish with if she starts with 4 apples and 5 bananas?
<image1>
<image2>",ستنتهي مع تفاحة واحدة و 8 موزات.,2.96
134,"The picture beside shows two cogs, each with a black tooth. Where will the black teeth be after the small cog has made one full turn?
<image1>
<image2>",ستكون الأسنان السوداء في موضع مختلف بعد أن تدور العجلة الصغيرة دورة كاملة.,3.28
135,"Each participant in a cooking contest baked one tray of cookies like the one shown beside. What is the smallest number of trays of cookies needed to make the following plate?
<image1>","ما هو أصغر عدد من صواني الكوكيز اللازمة لإعداد الطبق التالي؟
<الصورة1>",3.34
136,"Stan has five toys: a ball, a set of blocks, a game, a puzzle and a car. He puts each toy on a different shelf of the bookcase. The ball is higher than the blocks and lower than the car. The game is directly above the ball. On which shelf can the puzzle not be placed?
<image1>",لا يمكن وضع اللغز على الرف السفلي.,2.85
137,"In which box are the most triangles?
<image1>","في أي صندوق يوجد أكبر عدد من المثلثات؟
<الصورة1>",3.26
138,"A sandwich and a juice cost 12 Euros together. A sandwich and two juices cost 14 Euros together. How many Euros does one juice cost?
<image1>",كم يُكلف عصير واحد باليورو؟,2.91
139,"Anna cuts the picture of a mushroom in two halves.
<image1>
She then arranges the two pieces together to form a new picture. What could this new picture look like?
<image2>",يمكن أن يبدو الصورة الجديدة كفطر مزدوج الرأس أو شكل دائري يتكون من نصفين متطابقين.,3.56
140,"In the four squares of a row there always have to be exactly two coins. In the four squares below each other there also always have to be exactly two coins.
<image1>
On which square does one more coin have to be placed?",يجب وضع عملة معدنية إضافية في المربع العلوي الأيسر.,3.07
141,"A monkey has torn off a piece of Captain Jack's map.
<image1>
What does the piece the monkey has torn off look like?
<image2>",ما شكل الجزء الذي مزقه القرد من خريطة الكابتن جاك؟,3.04
142,"These five animals are made up from different shapes. There is one shape which is only used on one animal. On which animal is this shape used?
<image1>","على أي حيوان يتم استخدام هذا الشكل الفريد؟

(ملاحظة: لا يمكنني عرض أو تفسير الصور، لذا تم تقديم السؤال كما هو.)",4.04
143,"There is an animal asleep in each of the five baskets. The koala and the fox sleep in baskets with the same pattern and the same shape. The kangaroo and the rabbit sleep in baskets with the same pattern.
<image1>
In which basket does the mouse sleep?",في أي سلة ينام الفأر؟,2.78
144,"The picture shows one object made up of 5 identical building blocks.
<image1>
How many building blocks touch exactly 3 others?",تُظهر الصورة جسمًا يتكون من 5 وحدات بناء متطابقة، ويلامس كل منها بالضبط 3 وحدات أخرى.,3.81
145,"The kangaroo wants to visit the koala. On its way it is not allowed to jump through a square with water. Each arrow shows one jump on to a neighbouring field.
<image1>
Which path is the kangaroo allowed to take?
<image2>",الطريق المسموح للكنجارو باختياره هو: السهم الأول إلى اليمين، ثم السهم الثاني لأعلى، ثم السهم الثالث إلى اليسار، وأخيرًا السهم الرابع لأسفل.,4.3
146,"Carl writes down a five-digit number.
He then places a shape on each of the five digits (see picture).
He places different shapes on different digits.
He places the same shape on the same digits.
Which number did Carl hide?
<image1>","ما هو الرقم الذي أخفاه كارل؟
<الصورة1>",3.04
147,"Katrin forms a path around each square. For that she uses stones like this
<image1>
How many such stones does she need for a path around the square with side length 5?",تحتاج كاترين إلى 25 حجرًا لتشكيل مسار حول مربع بجانب طول 5.,3.62
148,"Below you see five pieces of lawn. Which one has the smallest area of grass?
<image1>",أي قطعة من قطع العشب الخمسة لديها أصغر مساحة من العشب؟,3.21
149,"The numbers in the five circles around each house add up to 20 . Some numbers are missing.
<image1>
Which number does the question mark stand for?","تبلغ مجموع الأرقام في الدوائر الخمس المحيطة بكل منزل 20، وبعضها مفقود.

ما هو الرقم الذي يمثله علامة الاستفهام؟",4.22
150,"Dino walks from the entrance to the exit. He is only allowed to go through each room once. The rooms have numbers (see diagram). Dino adds up all the numbers of the rooms he walks through.
<image1>
What is the biggest result he can get this way?",ما هو أكبر نتيجة يمكن أن يحصل عليها دينو بهذه الطريقة؟,3.04
151,"Out of how many circles is the beaver made of?
<image1>",من كم دائرة يتكون القندس؟,2.71
