task_id,question_id,image_path,query_text,ground_truth_code,model_response,code_generation_time,LLM_Judge_Result,LLM_Judge_Reasoning
t.right(90)
t.forward(triangle_side * math.sqrt(2))
t.right(135)
t.forward(triangle_side)
t.right(135)
t.forward(triangle_side * math.sqrt(2))
t.right(90)
t.forward(triangle_side * math.sqrt(2))
t.right(135)
t.forward(triangle_side)
t.right(135)
t.forward(triangle_side * math.sqrt(2))
t.right(90)
t.forward(triangle_side * math.sqrt(2))
t.right(135)
t.forward(triangle_side)
t.right(135)
t.forward(triangle_side * math.sqrt(2))
t.right(90)
t.forward(triangle_side * math.sqrt(2))
t.right(135)
t.forward(triangle_side)
t.right(135)
t.forward(triangle_side * math.sqrt(2))
t.right(90)
t.forward(triangle_side * math.sqrt(2))
t.right(135)
t.forward(triangle_side)
t.right(135)
t.forward(triangle_side * math.sqrt(2))
t.right(90)
t.forward(triangle_side * math.sqrt(2))
t.right(135)
t.forward(triangle_side)
t.right(135)
t.forward(triangle_side * math.sqrt(2))
t.right(90)
t.forward(triangle_side * math.sqrt(2))
t.right(135)
t.forward(triangle_side)
t.right(135)
t.forward(triangle_side * math.sqrt(2))
t.right(90)
t.forward(triangle_side * math.sqrt(2))
t.right(135)
t.forward(triangle_side)
t.right(135)
t.forward(triangle_side * math.sqrt(2))
t.right(90)
t.forward(triangle_side * math.sqrt(2))
t.right(135)
t.forward(triangle_side)
t.right(135)
t.forward(triangle_side * math.sqrt(2))
t.right(90)
t.forward(triangle_side * math.sqrt(2))
t.right(135)
t.forward(triangle_side)
t.right(135)
t.forward(triangle_side * math.sqrt(2))
t.right(90)
t.forward(triangle_side * math.sqrt(2))
t.right(135)
t.forward(triangle_side)
t.right",4.13,False,"The first script draws a complex pattern involving multiple segments and angles, while the second script creates a simpler repetitive shape with a different geometric structure."
8,q2,../Datasets/TurtleBench/Tasks/8/image/8.png,"creates the given shape without the two triangles on top and bottom.

Constraint - Use these variables strictly:
triangle_side=100","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)
t.setheading(-30)
draw_polygon(3, triangle_side)
t.right(150)
t.forward(triangle_side)
t.left(90)
t.forward(triangle_side)
t.right(120)
draw_polygon(3, triangle_side)
t.right(150)
t.forward(triangle_side)
","import math

triangle_side = 100
t.penup()
t.goto(0, -triangle_side / 2)
t.pendown()
t.setheading(0)
for _ in range(4):
    t.forward(triangle_side)
    t.left(90)
t.penup()
t.goto(0, 0)
t.pendown()
t.setheading(0)
for _ in range(4):
    t.forward(triangle_side)
    t.left(90)",2.02,False,"The first script draws two squares, while the second script draws two triangles and additional lines, resulting in different shapes."
9,q1,../Datasets/TurtleBench/Tasks/9/image/9.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
semicircle_radius=70","t.circle(semicircle_radius, -180)
t.right(180)
t.circle(semicircle_radius, 180)
t.left(90)
t.forward(4 * semicircle_radius)
","t.penup()
t.goto(0, -semicircle_radius)
t.pendown()
t.circle(semicircle_radius, 180)
t.penup()
t.goto(0, semicircle_radius)
t.pendown()
t.circle(semicircle_radius, 180)",1.71,False,"The first script draws two semicircles facing upwards, while the second script draws one semicircle facing downwards and then another facing upwards, resulting in different shapes."
9,q3,../Datasets/TurtleBench/Tasks/9/image/9.png,"adds two semicircles to the existing semicircles to make them a complete circle.

Constraint - Use these variables strictly:
semicircle_radius=70","t.circle(semicircle_radius, -360)
t.right(180)
t.circle(semicircle_radius, 360)
t.left(90)
t.forward(2 * semicircle_radius)
t.forward(-4 * semicircle_radius)
","t.penup()
t.goto(0, -semicircle_radius)
t.pendown()
t.setheading(90)
t.circle(semicircle_radius, 180)
t.penup()
t.goto(0, semicircle_radius)
t.pendown()
t.setheading(270)
t.circle(semicircle_radius, 180)",0.93,False,"The first script draws two semicircles facing opposite directions, while the second script draws a full circle and then moves without creating the same shape."
9,q2,../Datasets/TurtleBench/Tasks/9/image/9.png,"creates the given shape without the upper semicircle and its diameter.

Constraint - Use these variables strictly:
semicircle_radius=70","t.setheading(180)
t.circle(semicircle_radius, 180)
t.left(90)
t.forward(2 * semicircle_radius)
","t.penup()
t.goto(0, -semicircle_radius)
t.pendown()
t.circle(semicircle_radius, 180)
t.penup()
t.goto(0, 0)
t.pendown()
t.circle(semicircle_radius, 180)",1.49,False,"The first script draws two semicircles, while the second script draws a semicircle followed by a straight line, resulting in different shapes."
10,q4,../Datasets/TurtleBench/Tasks/10/image/10.png,"in the given shape, adds a new circle that circumscribes the squares.

Constraint - Use these variables strictly:
circle_radius=100","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)

t.circle(circle_radius, 360)
t.left(180)
t.forward(circle_radius)
t.right(90)
draw_polygon(4, 2 * circle_radius)
t.right(135)
t.circle(circle_radius * sqrt(2), 360)
","import math
t.penup()
t.goto(-circle_radius, 0)
t.pendown()
t.circle(circle_radius)
t.penup()
t.goto(-circle_radius, -circle_radius)
t.pendown()
t.forward(circle_radius * 2)
t.right(90)
t.forward(circle_radius * 2)
t.right(90)
t.forward(circle_radius * 2)
t.right(90)
t.forward(circle_radius * 2)",1.92,False,"The first script draws a circle and a square, while the second script draws a circle, a square, and an additional circle, resulting in different shapes."
10,q1,../Datasets/TurtleBench/Tasks/10/image/10.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
circle_radius=100","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)

t.circle(circle_radius, 360)
t.left(180)
t.forward(circle_radius)
t.right(90)
draw_polygon(4, 2 * circle_radius)
","import math
circle_radius = 100
t.penup()
t.goto(-circle_radius, 0)
t.pendown()
t.circle(circle_radius)
t.penup()
t.goto(-circle_radius, -circle_radius)
t.pendown()
t.forward(2 * circle_radius)
t.left(90)
t.forward(2 * circle_radius)
t.left(90)
t.forward(2 * circle_radius)
t.left(90)
t.forward(2 * circle_radius)",2.12,False,"The first script draws a circle and a square, while the second script draws a circle and a square but with a different orientation and position, resulting in different visual outputs."
10,q3,../Datasets/TurtleBench/Tasks/10/image/10.png,"in the given shape, draws two diameters of the circle that parallel the sides of the square.

Constraint - Use these variables strictly:
circle_radius=100","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)

t.circle(circle_radius, 360)
t.left(180)
t.forward(circle_radius)
t.right(90)
draw_polygon(4, 2 * circle_radius)
t.forward(circle_radius)
t.right(90)
t.forward(2 * circle_radius)
t.right(90)
t.forward(circle_radius)
t.right(90)
t.forward(circle_radius)
t.right(90)
t.forward(2 * circle_radius)
","import math

circle_radius = 100
t.penup()
t.goto(0, -circle_radius)
t.pendown()
t.setheading(0)
t.circle(circle_radius)
t.penup()
t.goto(0, 0)
t.pendown()
t.setheading(90)
t.forward(circle_radius * 2)
t.penup()
t.goto(0, 0)
t.pendown()
t.setheading(180)
t.forward(circle_radius * 2)
t.penup()
t.goto(0, 0)
t.pendown()
t.setheading(270)
t.forward(circle_radius * 2)",1.31,False,"The first script draws a circle and three lines, while the second script draws a circle and a square, resulting in different shapes."
10,q2,../Datasets/TurtleBench/Tasks/10/image/10.png,"in the given shape, draws two diameters of the circle that exactly lay over the diagonals of the square.

Constraint - Use these variables strictly:
circle_radius=100","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)

t.circle(circle_radius, 360)
t.left(180)
t.forward(circle_radius)
t.right(90)
draw_polygon(4, 2 * circle_radius)
t.forward(circle_radius)
t.right(180)
t.circle(circle_radius, 45)
t.left(90)
t.forward(2 * circle_radius)
t.left(90)
t.circle(circle_radius, 90)
t.left(90)
t.forward(2 * circle_radius)
","import math
circle_radius = 100
t.penup()
t.goto(-circle_radius, 0)
t.pendown()
t.setheading(45)
t.forward(circle_radius * math.sqrt(2))
t.penup()
t.goto(circle_radius, 0)
t.pendown()
t.setheading(225)
t.forward(circle_radius * math.sqrt(2))",1.77,False,"The first script draws two diagonal lines forming an 'X', while the second script creates a more complex shape involving circles and a square, resulting in different visual outputs."
11,q4,../Datasets/TurtleBench/Tasks/11/image/11.png,"in the given shape, removes the upper triangle.

Constraint - Use these variables strictly:
large_triangle_side=200","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)

t.setheading(60)
for i in range(3):
  t.forward(100)
  t.right(60)
t.right(60)
t.forward(large_triangle_side)
t.right(120)
t.forward(large_triangle_side/2)
t.right(60)
draw_polygon(3, large_triangle_side/2)
t.forward(large_triangle_side/4)
t.right(60)
draw_polygon(3, large_triangle_side/4)
","import math

large_triangle_side = 200
t.penup()
t.goto(-large_triangle_side / 2, -large_triangle_side / 2)
t.pendown()
t.setheading(0)
t.forward(large_triangle_side)
t.left(120)
t.forward(large_triangle_side)
t.left(120)
t.forward(large_triangle_side)
t.penup()
t.goto(0, 0)
t.pendown()
t.setheading(90)
t.forward(large_triangle_side * math.sqrt(3) / 2)
t.left(120)
t.forward(large_triangle_side / 2)
t.left(120)
t.forward(large_triangle_side / 2)
t.left(120)
t.forward(large_triangle_side / 2)
t.penup()
t.goto(0, 0)
t.pendown()
t.setheading(90)
t.forward(large_triangle_side * math.sqrt(3) / 2)
t.left(120)
t.forward(large_triangle_side / 2)
t.left(120)
t.forward(large_triangle_side / 2)
t.left(120)
t.forward(large_triangle_side / 2)
t.penup()
t.goto(0, 0)
t.pendown()
t.setheading(90)
t.forward(large_triangle_side * math.sqrt(3) / 2)
t.left(120)
t.forward(large_triangle_side / 2)
t.left(120)
t.forward(large_triangle_side / 2)
t.left(120)
t.forward(large_triangle_side / 2)",2.75,False,"The first script draws a large triangle and multiple smaller triangles at the same vertex, while the second script creates a different arrangement of triangles and polygons, resulting in distinct shapes."
11,q1,../Datasets/TurtleBench/Tasks/11/image/11.png,"creates exactly the same shape.

Constraint - Use these variables strictly:
large_triangle_side=200","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)

t.setheading(60)
draw_polygon(3, large_triangle_side)
t.forward(large_triangle_side / 2)
t.right(60)
draw_polygon(3, large_triangle_side/2)
t.forward(large_triangle_side/4)
t.right(60)
draw_polygon(3, large_triangle_side/4)
","import math

large_triangle_side = 200
t.speed(0)
t.penup()
t.goto(-large_triangle_side / 2, -large_triangle_side / 2 / math.sqrt(3))
t.pendown()

# Draw large triangle
for _ in range(3):
    t.forward(large_triangle_side)
    t.left(120)

# Draw inner triangles
t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(3):
    t.forward(large_triangle_side / 2)
    t.left(120)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(3):
    t.forward(large_triangle_side / 4)
    t.left(120)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(3):
    t.forward(large_triangle_side / 8)
    t.left(120)",3.46,True,"Both scripts draw a large triangle and then progressively smaller triangles at the same positions, resulting in the same final shape."
11,q3,../Datasets/TurtleBench/Tasks/11/image/11.png,"creates the given shape upside down.

Constraint - Use these variables strictly:
large_triangle_side=200","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)

t.setheading(0)
draw_polygon(3, large_triangle_side)
t.forward(large_triangle_side / 2)
t.right(60)
draw_polygon(3, large_triangle_side/2)
t.forward(large_triangle_side/4)
t.right(60)
draw_polygon(3, large_triangle_side/4)
","import math

large_triangle_side = 200
t.left(180)
t.penup()
t.forward(large_triangle_side / 2)
t.left(90)
t.forward(large_triangle_side * math.sqrt(3) / 6)
t.left(90)
t.pendown()

for i in range(3):
    t.forward(large_triangle_side)
    t.left(120)

t.penup()
t.goto(0, 0)
t.pendown()

for i in range(3):
    t.forward(large_triangle_side / 2)
    t.left(120)

t.penup()
t.goto(0, 0)
t.pendown()

for i in range(3):
    t.forward(large_triangle_side / 4)
    t.left(120)

t.penup()
t.goto(0, 0)
t.pendown()

for i in range(3):
    t.forward(large_triangle_side / 8)
    t.left(120)",3.65,False,"The first script draws triangles with left turns while the second script uses right turns, resulting in different orientations of the shapes."
11,q2,../Datasets/TurtleBench/Tasks/11/image/11.png,"in the given shape, removes the smallest triangle in the middle.

Constraint - Use these variables strictly:
large_triangle_side=200","def draw_polygon(sides, length):
  outer_turn = 360 / sides 
  for _ in range(sides):
    t.forward(length)
    t.right(outer_turn)

t.setheading(60)
draw_polygon(3, large_triangle_side)
t.forward(large_triangle_side/2)
t.right(60)
draw_polygon(3, large_triangle_side/2)
","import math

large_triangle_side = 200
t.speed(0)
t.penup()
t.goto(-large_triangle_side/2, -large_triangle_side*math.sqrt(3)/2)
t.pendown()
t.setheading(60)

for _ in range(3):
    t.forward(large_triangle_side)
    t.left(120)

t.penup()
t.goto(0, -large_triangle_side*math.sqrt(3)/2 + large_triangle_side/2*math.sqrt(3)/3)
t.pendown()
t.setheading(0)

for _ in range(3):
    t.forward(large_triangle_side/2)
    t.left(120)

t.penup()
t.goto(0, -large_triangle_side*math.sqrt(3)/2 + large_triangle_side/2*math.sqrt(3)/3)
t.pendown()
t.setheading(0)

for _ in range(3):
    t.forward(large_triangle_side/2)
    t.left(120)

t.penup()
t.goto(0, -large_triangle_side*math.sqrt(3)/2 + large_triangle_side/2*math.sqrt(3)/3)
t.pendown()
t.setheading(0)

for _ in range(3):
    t.forward(large_triangle_side/2)
    t.left(120)

t.penup()
t.goto(0, -large_triangle_side*math.sqrt(3)/2 + large_triangle_side/2*math.sqrt(3)/3)
